State,Year,Biodiesel,CNG,E85,Electric Stations,Electric Charging Outlets,Electric Total,Hydrogen Retail,Hydrogen Non-Retail,Hydrogen Total,LNG,Propane Primary,Propane Secondary,Propane Total,Total
Michigan,2022,8.0,16.0,230.0,1149.0,2703.0,3852.0,0.0,2.0,2.0,0.0,34.0,53.0,87.0,3046.0
Minnesota,2022,245.0,21.0,439.0,601.0,1533.0,2134.0,0.0,0.0,0.0,0.0,26.0,21.0,47.0,2285.0
Mississippi,2022,1.0,6.0,5.0,114.0,440.0,554.0,0.0,0.0,0.0,2.0,16.0,51.0,67.0,521.0
Missouri,2022,14.0,18.0,139.0,1029.0,2216.0,3245.0,0.0,0.0,0.0,1.0,23.0,32.0,55.0,2443.0
Montana,2022,0.0,1.0,2.0,98.0,253.0,351.0,0.0,0.0,0.0,0.0,18.0,11.0,29.0,285.0
Nebraska,2022,24.0,8.0,127.0,214.0,446.0,660.0,0.0,0.0,0.0,0.0,7.0,20.0,27.0,632.0
Nevada,2022,2.0,5.0,19.0,478.0,1670.0,2148.0,0.0,0.0,0.0,0.0,10.0,12.0,22.0,1718.0
New Hampshire,2022,2.0,4.0,0.0,201.0,466.0,667.0,0.0,0.0,0.0,0.0,5.0,11.0,16.0,488.0
New Jersey,2022,5.0,27.0,6.0,938.0,2713.0,3651.0,0.0,0.0,0.0,0.0,7.0,5.0,12.0,2763.0
New Mexico,2022,1.0,11.0,17.0,211.0,528.0,739.0,0.0,0.0,0.0,1.0,43.0,18.0,61.0,619.0
New York,2022,20.0,46.0,80.0,3326.0,9535.0,12861.0,0.0,1.0,1.0,0.0,18.0,27.0,45.0,9727.0
North Carolina,2022,108.0,35.0,107.0,1166.0,3040.0,4206.0,0.0,0.0,0.0,1.0,22.0,49.0,71.0,3362.0
North Dakota,2022,1.0,1.0,42.0,80.0,172.0,252.0,0.0,0.0,0.0,0.0,4.0,15.0,19.0,235.0
Ohio,2022,4.0,47.0,210.0,1247.0,2818.0,4065.0,0.0,2.0,2.0,4.0,28.0,44.0,72.0,3157.0
Oklahoma,2022,9.0,112.0,95.0,340.0,1093.0,1433.0,0.0,0.0,0.0,0.0,34.0,80.0,114.0,1423.0
Oregon,2022,34.0,14.0,5.0,1009.0,2475.0,3484.0,0.0,0.0,0.0,2.0,28.0,15.0,43.0,2573.0
Pennsylvania,2022,4.0,86.0,172.0,1326.0,3251.0,4577.0,0.0,0.0,0.0,2.0,40.0,42.0,82.0,3597.0
Rhode Island,2022,3.0,1.0,0.0,297.0,783.0,1080.0,0.0,0.0,0.0,0.0,3.0,2.0,5.0,792.0
South Carolina,2022,32.0,11.0,60.0,413.0,978.0,1391.0,0.0,0.0,0.0,1.0,21.0,25.0,46.0,1128.0
South Dakota,2022,0.0,0.0,81.0,69.0,176.0,245.0,0.0,0.0,0.0,0.0,4.0,12.0,16.0,273.0
Tennessee,2022,7.0,18.0,93.0,695.0,1683.0,2378.0,0.0,0.0,0.0,4.0,27.0,26.0,53.0,1858.0
Texas,2022,11.0,86.0,262.0,2471.0,6332.0,8803.0,0.0,0.0,0.0,15.0,170.0,193.0,363.0,7069.0
Utah,2022,1.0,42.0,1.0,780.0,1853.0,2633.0,0.0,0.0,0.0,1.0,21.0,15.0,36.0,1934.0
Vermont,2022,2.0,2.0,0.0,351.0,898.0,1249.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,903.0
Virginia,2022,7.0,22.0,72.0,1221.0,3643.0,4864.0,0.0,1.0,1.0,1.0,40.0,42.0,82.0,3828.0
Washington,2022,21.0,25.0,12.0,1784.0,4533.0,6317.0,0.0,1.0,1.0,1.0,52.0,19.0,71.0,4664.0
West Virginia,2022,1.0,2.0,38.0,137.0,385.0,522.0,0.0,0.0,0.0,0.0,6.0,11.0,17.0,443.0
Wisconsin,2022,23.0,43.0,257.0,470.0,1101.0,1571.0,0.0,0.0,0.0,1.0,21.0,32.0,53.0,1478.0
Wyoming,2022,0.0,9.0,8.0,86.0,214.0,300.0,0.0,0.0,0.0,0.0,4.0,12.0,16.0,247.0
Total,2022,1196.0,1390.0,4452.0,53568.0,144227.0,197795.0,52.0,19.0,71.0,98.0,1271.0,1429.0,2700.0,154134.0
Alabama,2021,10.0,30.0,33.0,277.0,682.0,959.0,0.0,0.0,0.0,2.0,26.0,42.0,68.0,825.0
Alaska,2021,0.0,1.0,0.0,52.0,94.0,146.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,97.0
Arizona,2021,76.0,30.0,20.0,890.0,2259.0,3149.0,0.0,1.0,1.0,7.0,36.0,33.0,69.0,2462.0
Arkansas,2021,17.0,15.0,70.0,164.0,463.0,627.0,0.0,0.0,0.0,0.0,9.0,26.0,35.0,600.0
California,2021,27.0,323.0,271.0,14607.0,41237.0,55844.0,47.0,5.0,52.0,41.0,135.0,126.0,261.0,42212.0
Colorado,2021,6.0,31.0,96.0,1619.0,3992.0,5611.0,0.0,1.0,1.0,1.0,26.0,24.0,50.0,4177.0
Connecticut,2021,1.0,17.0,3.0,533.0,1430.0,1963.0,0.0,1.0,1.0,0.0,10.0,10.0,20.0,1472.0
Delaware,2021,0.0,2.0,2.0,134.0,314.0,448.0,0.0,1.0,1.0,0.0,6.0,3.0,9.0,328.0
District of Columbia,2021,8.0,2.0,4.0,291.0,826.0,1117.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,846.0
Florida,2021,8.0,56.0,112.0,2636.0,6748.0,9384.0,0.0,0.0,0.0,3.0,75.0,64.0,139.0,7066.0
Georgia,2021,4.0,46.0,67.0,1585.0,3947.0,5532.0,0.0,0.0,0.0,4.0,35.0,47.0,82.0,4150.0
Hawaii,2021,8.0,0.0,1.0,386.0,839.0,1225.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,851.0
Idaho,2021,0.0,11.0,5.0,139.0,345.0,484.0,0.0,0.0,0.0,0.0,10.0,14.0,24.0,385.0
Illinois,2021,19.0,39.0,304.0,1079.0,2764.0,3843.0,0.0,0.0,0.0,2.0,40.0,51.0,91.0,3219.0
Indiana,2021,7.0,31.0,247.0,357.0,971.0,1328.0,0.0,0.0,0.0,1.0,24.0,24.0,48.0,1305.0
Iowa,2021,8.0,11.0,341.0,281.0,584.0,865.0,0.0,0.0,0.0,0.0,25.0,11.0,36.0,980.0
Kansas,2021,7.0,21.0,63.0,493.0,1017.0,1510.0,0.0,0.0,0.0,1.0,6.0,28.0,34.0,1143.0
Kentucky,2021,2.0,9.0,76.0,225.0,532.0,757.0,0.0,0.0,0.0,1.0,4.0,16.0,20.0,640.0
Louisiana,2021,2.0,22.0,22.0,159.0,385.0,544.0,0.0,0.0,0.0,1.0,12.0,38.0,50.0,482.0
Maine,2021,1.0,2.0,0.0,301.0,639.0,940.0,0.0,0.0,0.0,0.0,2.0,6.0,8.0,650.0
Maryland,2021,27.0,15.0,46.0,1257.0,3430.0,4687.0,0.0,0.0,0.0,0.0,18.0,15.0,33.0,3551.0
Massachusetts,2021,1.0,13.0,6.0,2176.0,4871.0,7047.0,0.0,2.0,2.0,0.0,19.0,11.0,30.0,4923.0
Michigan,2021,10.0,23.0,244.0,817.0,1799.0,2616.0,1.0,1.0,2.0,0.0,34.0,53.0,87.0,2165.0
Minnesota,2021,157.0,23.0,453.0,586.0,1385.0,1971.0,0.0,0.0,0.0,0.0,27.0,22.0,49.0,2067.0
Mississippi,2021,1.0,6.0,4.0,112.0,433.0,545.0,0.0,0.0,0.0,2.0,18.0,56.0,74.0,520.0
Missouri,2021,2.0,19.0,132.0,1047.0,2188.0,3235.0,0.0,0.0,0.0,1.0,23.0,40.0,63.0,2405.0
Montana,2021,0.0,1.0,2.0,75.0,212.0,287.0,0.0,0.0,0.0,0.0,17.0,11.0,28.0,243.0
Nebraska,2021,3.0,9.0,123.0,182.0,377.0,559.0,0.0,0.0,0.0,1.0,7.0,20.0,27.0,540.0
Nevada,2021,2.0,5.0,13.0,451.0,1361.0,1812.0,0.0,0.0,0.0,0.0,10.0,13.0,23.0,1404.0
New Hampshire,2021,2.0,4.0,0.0,164.0,357.0,521.0,0.0,0.0,0.0,0.0,6.0,12.0,18.0,381.0
New Jersey,2021,5.0,28.0,6.0,749.0,2021.0,2770.0,0.0,0.0,0.0,0.0,7.0,6.0,13.0,2073.0
New Mexico,2021,2.0,11.0,18.0,189.0,461.0,650.0,0.0,0.0,0.0,1.0,34.0,20.0,54.0,547.0
New York,2021,22.0,57.0,80.0,2983.0,7646.0,10629.0,0.0,1.0,1.0,0.0,17.0,29.0,46.0,7852.0
North Carolina,2021,110.0,37.0,101.0,1120.0,2789.0,3909.0,0.0,0.0,0.0,1.0,19.0,51.0,70.0,3108.0
North Dakota,2021,1.0,1.0,49.0,61.0,139.0,200.0,0.0,0.0,0.0,0.0,4.0,16.0,20.0,210.0
Ohio,2021,10.0,52.0,212.0,957.0,2224.0,3181.0,0.0,2.0,2.0,4.0,28.0,46.0,74.0,2578.0
Oklahoma,2021,1.0,116.0,88.0,313.0,1089.0,1402.0,0.0,0.0,0.0,0.0,32.0,86.0,118.0,1412.0
Oregon,2021,37.0,15.0,4.0,994.0,2433.0,3427.0,0.0,0.0,0.0,2.0,29.0,15.0,44.0,2535.0
Pennsylvania,2021,5.0,91.0,149.0,1148.0,2688.0,3836.0,0.0,0.0,0.0,3.0,40.0,42.0,82.0,3018.0
Rhode Island,2021,2.0,1.0,0.0,255.0,628.0,883.0,0.0,0.0,0.0,0.0,3.0,2.0,5.0,636.0
South Carolina,2021,33.0,11.0,46.0,385.0,870.0,1255.0,0.0,0.0,0.0,1.0,21.0,25.0,46.0,1007.0
South Dakota,2021,0.0,0.0,83.0,58.0,160.0,218.0,0.0,0.0,0.0,0.0,7.0,14.0,21.0,264.0
Tennessee,2021,9.0,20.0,95.0,685.0,1637.0,2322.0,0.0,0.0,0.0,4.0,23.0,32.0,55.0,1820.0
Texas,2021,15.0,107.0,272.0,2320.0,5501.0,7821.0,0.0,0.0,0.0,15.0,176.0,208.0,384.0,6294.0
Utah,2021,1.0,42.0,1.0,909.0,1980.0,2889.0,0.0,0.0,0.0,1.0,21.0,15.0,36.0,2061.0
Vermont,2021,2.0,3.0,0.0,329.0,878.0,1207.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,884.0
Virginia,2021,7.0,23.0,64.0,1139.0,3302.0,4441.0,0.0,1.0,1.0,1.0,36.0,49.0,85.0,3483.0
Washington,2021,23.0,24.0,14.0,1773.0,4325.0,6098.0,0.0,1.0,1.0,1.0,52.0,26.0,78.0,4466.0
West Virginia,2021,1.0,2.0,38.0,110.0,306.0,416.0,0.0,0.0,0.0,0.0,5.0,12.0,17.0,364.0
Wisconsin,2021,4.0,43.0,262.0,475.0,961.0,1436.0,0.0,0.0,0.0,1.0,17.0,35.0,52.0,1323.0
Wyoming,2021,0.0,9.0,9.0,70.0,184.0,254.0,0.0,0.0,0.0,0.0,6.0,14.0,20.0,222.0
Total,2021,706.0,1510.0,4351.0,50097.0,128703.0,178800.0,49.0,18.0,67.0,103.0,1239.0,1567.0,2806.0,138246.0
Alabama,2020,10.0,30.0,29.0,224.0,598.0,822.0,0.0,0.0,0.0,2.0,24.0,47.0,71.0,740.0
Alaska,2020,0.0,1.0,0.0,37.0,68.0,105.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,72.0
Arizona,2020,75.0,30.0,20.0,573.0,1788.0,2361.0,0.0,1.0,1.0,7.0,28.0,50.0,78.0,1999.0
Arkansas,2020,3.0,15.0,50.0,112.0,350.0,462.0,0.0,0.0,0.0,1.0,9.0,27.0,36.0,455.0
California,2020,27.0,322.0,198.0,7689.0,34924.0,42613.0,43.0,6.0,49.0,41.0,86.0,182.0,268.0,35829.0
Colorado,2020,7.0,34.0,88.0,1066.0,3253.0,4319.0,0.0,1.0,1.0,0.0,12.0,41.0,53.0,3436.0
Connecticut,2020,1.0,18.0,3.0,456.0,1240.0,1696.0,1.0,1.0,2.0,0.0,8.0,11.0,19.0,1283.0
Delaware,2020,1.0,2.0,1.0,70.0,206.0,276.0,0.0,1.0,1.0,0.0,7.0,2.0,9.0,220.0
District of Columbia,2020,7.0,2.0,3.0,189.0,694.0,883.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,706.0
Florida,2020,10.0,56.0,94.0,1836.0,5564.0,7400.0,0.0,0.0,0.0,3.0,24.0,90.0,114.0,5841.0
Georgia,2020,6.0,51.0,66.0,1008.0,3661.0,4669.0,0.0,0.0,0.0,4.0,31.0,58.0,89.0,3877.0
Hawaii,2020,7.0,0.0,2.0,320.0,759.0,1079.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,772.0
Idaho,2020,0.0,11.0,5.0,113.0,281.0,394.0,0.0,0.0,0.0,0.0,10.0,17.0,27.0,324.0
Illinois,2020,19.0,38.0,284.0,805.0,2360.0,3165.0,0.0,0.0,0.0,2.0,35.0,59.0,94.0,2797.0
Indiana,2020,3.0,32.0,234.0,282.0,784.0,1066.0,0.0,0.0,0.0,1.0,19.0,39.0,58.0,1112.0
Iowa,2020,10.0,12.0,315.0,188.0,487.0,675.0,0.0,0.0,0.0,0.0,13.0,19.0,32.0,856.0
Kansas,2020,1.0,21.0,56.0,246.0,950.0,1196.0,0.0,0.0,0.0,1.0,3.0,34.0,37.0,1066.0
Kentucky,2020,3.0,9.0,72.0,168.0,383.0,551.0,0.0,0.0,0.0,1.0,3.0,25.0,28.0,496.0
Louisiana,2020,1.0,22.0,18.0,141.0,360.0,501.0,0.0,0.0,0.0,1.0,8.0,43.0,51.0,453.0
Maine,2020,2.0,2.0,0.0,220.0,518.0,738.0,0.0,0.0,0.0,0.0,2.0,7.0,9.0,531.0
Maryland,2020,11.0,12.0,43.0,884.0,2776.0,3660.0,0.0,0.0,0.0,0.0,10.0,17.0,27.0,2869.0
Massachusetts,2020,10.0,13.0,7.0,1038.0,3415.0,4453.0,0.0,1.0,1.0,1.0,9.0,21.0,30.0,3477.0
Michigan,2020,10.0,24.0,236.0,567.0,1605.0,2172.0,0.0,2.0,2.0,0.0,24.0,67.0,91.0,1968.0
Minnesota,2020,146.0,23.0,422.0,445.0,1218.0,1663.0,0.0,0.0,0.0,0.0,17.0,26.0,43.0,1852.0
Mississippi,2020,2.0,8.0,5.0,104.0,344.0,448.0,0.0,0.0,0.0,2.0,16.0,60.0,76.0,437.0
Missouri,2020,2.0,20.0,115.0,508.0,2060.0,2568.0,0.0,0.0,0.0,1.0,22.0,49.0,71.0,2269.0
Montana,2020,1.0,1.0,1.0,65.0,188.0,253.0,0.0,0.0,0.0,0.0,14.0,25.0,39.0,230.0
Nebraska,2020,3.0,10.0,88.0,115.0,287.0,402.0,0.0,0.0,0.0,1.0,5.0,25.0,30.0,419.0
Nevada,2020,2.0,8.0,12.0,299.0,1166.0,1465.0,0.0,0.0,0.0,0.0,9.0,13.0,22.0,1210.0
New Hampshire,2020,2.0,4.0,0.0,131.0,291.0,422.0,0.0,0.0,0.0,0.0,9.0,13.0,22.0,319.0
New Jersey,2020,4.0,28.0,6.0,553.0,1652.0,2205.0,0.0,0.0,0.0,0.0,4.0,9.0,13.0,1703.0
New Mexico,2020,3.0,11.0,14.0,120.0,376.0,496.0,0.0,0.0,0.0,1.0,34.0,21.0,55.0,460.0
New York,2020,28.0,62.0,75.0,2036.0,6134.0,8170.0,0.0,1.0,1.0,0.0,13.0,30.0,43.0,6343.0
North Carolina,2020,112.0,38.0,96.0,813.0,2267.0,3080.0,0.0,0.0,0.0,2.0,13.0,69.0,82.0,2597.0
North Dakota,2020,1.0,1.0,38.0,42.0,101.0,143.0,0.0,0.0,0.0,0.0,5.0,19.0,24.0,165.0
Ohio,2020,12.0,54.0,193.0,656.0,1845.0,2501.0,0.0,1.0,1.0,3.0,27.0,48.0,75.0,2183.0
Oklahoma,2020,3.0,117.0,69.0,263.0,693.0,956.0,0.0,0.0,0.0,0.0,29.0,93.0,122.0,1004.0
Oregon,2020,37.0,15.0,4.0,745.0,2121.0,2866.0,0.0,0.0,0.0,2.0,31.0,21.0,52.0,2231.0
Pennsylvania,2020,5.0,88.0,143.0,757.0,2054.0,2811.0,0.0,0.0,0.0,3.0,34.0,56.0,90.0,2383.0
Rhode Island,2020,4.0,3.0,0.0,148.0,550.0,698.0,0.0,0.0,0.0,0.0,1.0,4.0,5.0,562.0
South Carolina,2020,34.0,11.0,49.0,309.0,734.0,1043.0,0.0,1.0,1.0,1.0,19.0,36.0,55.0,885.0
South Dakota,2020,0.0,0.0,80.0,45.0,133.0,178.0,0.0,0.0,0.0,0.0,7.0,16.0,23.0,236.0
Tennessee,2020,9.0,21.0,89.0,494.0,1345.0,1839.0,0.0,0.0,0.0,4.0,18.0,45.0,63.0,1531.0
Texas,2020,26.0,112.0,241.0,1579.0,4807.0,6386.0,0.0,0.0,0.0,16.0,159.0,269.0,428.0,5630.0
Utah,2020,0.0,48.0,2.0,444.0,1606.0,2050.0,0.0,0.0,0.0,0.0,20.0,23.0,43.0,1699.0
Vermont,2020,2.0,3.0,0.0,264.0,793.0,1057.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,799.0
Virginia,2020,10.0,23.0,61.0,814.0,2531.0,3345.0,0.0,0.0,0.0,2.0,13.0,70.0,83.0,2710.0
Washington,2020,36.0,25.0,16.0,1235.0,3817.0,5052.0,0.0,1.0,1.0,1.0,40.0,42.0,82.0,3978.0
West Virginia,2020,0.0,3.0,37.0,93.0,258.0,351.0,0.0,0.0,0.0,0.0,3.0,10.0,13.0,311.0
Wisconsin,2020,4.0,44.0,256.0,381.0,828.0,1209.0,0.0,0.0,0.0,1.0,11.0,51.0,62.0,1195.0
Wyoming,2020,0.0,8.0,10.0,61.0,172.0,233.0,0.0,0.0,0.0,0.0,9.0,15.0,24.0,214.0
